,id,regular.code,is.pnl,is.margin,is.fitness,is.sharpe,train.pnl,train.margin,train.fitness,train.sharpe
115,jZY18v5,"add(0.7316*-ts_vector_proj(rp_nip_partner, rp_nip_ratings, 10), 0.6685*-ts_vector_neut(news_low_exc_stddev, news_vol_stddev, 10), 0.4713*-max(vec_avg(nws12_afterhsz_highexcstddev), vec_avg(nws12_afterhsz_rangestddev)), filter=True)",10416283,0.000149,0.41,1.49,4895326.0,9.6e-05,0.23,1.07
82,k3NZrl8,"add(0.3232*-max(vec_avg(nws12_afterhsz_highexcstddev), vec_avg(nws12_afterhsz_rangestddev)), 0.2211*ts_vector_neut(implied_volatility_call_10, parkinson_volatility_20, 250), filter=True)",12220917,0.000266,0.42,1.16,7765146.0,0.000232,0.36,1.07
502,xx3nn5w,"-ts_vector_neut(news_max_up_ret, vec_avg(nws12_mainz_newrecord), 60)",7751538,0.000117,0.26,1.09,4180770.0,9e-05,0.23,1.07
383,jZVkGbo,"add(0.2349*ts_covariance(anl4_ptp_high, anl4_ptpr_flag, 10), 0.8743*-ts_co_skewness(news_mins_2_chg, vec_avg(nws12_prez_3p), 250), filter=True)",5883506,0.00177,0.7,1.02,4328117.0,0.00165,0.75,1.07
105,g1e35XQ,"add(0.0316*-ts_corr(vec_avg(anl4_basicconafv110_down), vec_avg(anl4_basicconltv110_pu), 10), 0.5168*-ts_vector_neut(news_max_up_ret, vec_avg(nws12_prez_newrecord), 10), filter=True)",21134981,0.000303,0.55,1.42,9949053.0,0.000196,0.33,1.07
206,qAxRwwA,"add(0.4495*-ts_corr(vec_avg(nws12_mainz_eodhigh), rp_nip_equity, 5), 0.9704*-ts_corr(news_open_vol, vec_avg(nws12_mainz_lowexcstddev), 5), filter=True)",4354095,0.000143,0.31,1.16,2441260.0,0.000115,0.26,1.07
529,ro5dRNd,"ts_vector_neut(anl4_tot_gw_ft, vec_avg(nws12_prez_short_interest), 180)",7864694,0.000156,0.25,0.88,4996302.0,0.000115,0.25,1.06
168,xxb6lzw,"add(0.7392*ts_co_skewness(vec_avg(anl4_basicdetailqfv110_prevval), vec_avg(anl4_eaz2lltv110_prevval), 5), 0.5316*-ts_corr(vec_avg(anl4_adxqfv110_pu), vec_avg(anl4_basicconafv110_numest), 30), filter=True)",2862400,0.000354,0.44,1.04,1724460.0,0.000322,0.43,1.06
204,OpN3X3d,"add(0.4872*-ts_vector_proj(news_mins_10_chg, news_mins_7_5_chg, 30), 0.9336*-ts_co_skewness(beta_last_30_days_spy, vec_avg(nws12_prez_prevclose), 30), filter=True)",33189031,0.000659,0.66,1.15,19123363.0,0.000543,0.55,1.06
198,Qab8x8K,"add(0.53*ts_vector_neut(anl4_qf_az_eps_number, vec_avg(nws12_afterhsz_vol_ratio), 30), 0.364*ts_theilsen(anl4_ebitda_number, anl4_tot_gw_ft, 10), filter=True)",6630539,0.000124,0.3,1.19,4209755.0,0.000106,0.24,1.06
197,z98VVq8,"add(0.5479*ts_co_skewness(rp_css_equity, vec_avg(scl12_alltype_sentvec), 250), 0.4508*-ts_corr(news_ton_high, rp_nip_earnings, 5), filter=True)",3555336,0.000222,0.45,1.34,1818659.0,0.00017,0.31,1.06
194,9wjNz99,"add(0.4708*-ts_co_skewness(news_eod_high, vec_avg(nws12_prez_eodvwap), 5), 0.3269*ts_vector_neut(unsystematic_risk_last_30_days, vec_avg(nws12_afterhsz_range), 30), filter=True)",16027002,0.000306,0.41,1.05,11759029.0,0.000318,0.42,1.06
129,oKo62EJ,"-ts_corr(vec_avg(nws12_mainz_maxup), vec_avg(nws12_mainz_tonlast), 5)",2851053,9.5e-05,0.21,0.96,1888285.0,9e-05,0.22,1.06
291,p6P9jZ3,"ts_vector_neut(vec_avg(nws12_prez_allvwap), vec_avg(nws12_prez_rangeamt), 30)",3765011,7.1e-05,0.28,1.5,1873741.0,4.8e-05,0.16,1.06
169,vL2qALG,"add(0.8676*regression_proj(anl4_bvps_mean, dividend), 0.6393*-ts_corr(vec_avg(nws12_afterhsz_newrecord), rp_nip_assets, 10), filter=True)",8213661,0.000183,0.41,1.36,3805472.0,0.000121,0.26,1.06
508,adbk201,"add(0.8728*-ts_vector_neut(vec_avg(nws12_afterhsz_result2), rp_nip_partner, 10), 0.9922*ts_vector_neut(unsystematic_risk_last_60_days, vec_avg(nws12_afterhsz_mainvwap), 60), 0.6898*min(vec_avg(nws18_qmb), rp_css_insider), filter=True)",2778258,4.2e-05,0.15,1.02,1541320.0,3.3e-05,0.14,1.06
231,p6RpjNV,"add(0.453*-ts_corr(anl4_qfd1_az_div_median, anl4_rd_exp_median, 30), 0.7075*ts_covariance(news_dividend_yield, vec_avg(scl12_alltype_typevec), 250), 0.9026*-ts_vector_neut(beta_last_60_days_spy, systematic_risk_last_90_days, 5), 0.4253*ts_co_skewness(implied_volatility_call_1080, implied_volatility_call_720, 30), filter=True)",4583866,0.000287,0.36,0.94,2916738.0,0.000269,0.39,1.05
403,g1bLn0l,"-ts_vector_neut(vec_avg(nws12_afterhsz_lowexcstddev), vec_avg(nws12_prez_spyclose), 30)",17639275,0.000246,0.47,1.33,10615054.0,0.000195,0.33,1.05
274,bLb8qLN,"add(0.1176*-ts_vector_proj(news_mins_3_pct_up, vec_avg(nws12_prez_4l), 250), 0.5216*ts_corr(vec_avg(nws12_prez_provider), rp_nip_equity, 250), 0.3851*-regression_proj(unsystematic_risk_last_360_days, news_spy_close), filter=True)",9913108,0.000539,0.52,1.0,3731828.0,0.000393,0.47,1.05
246,dxb30mE,"add(0.0405*-ts_vector_neut(vec_avg(nws12_afterhsz_atrratio), vec_avg(nws12_mainz_mktcap), 30), 0.6609*-ts_min_diff(call_breakeven_120, 5), filter=True)",7574245,0.000264,0.35,0.96,3843621.0,0.000185,0.32,1.05
91,Xp9nM60,"add(0.8572*-ts_vector_neut(news_vol_stddev, vec_avg(nws12_prez_mktcap), 180), 0.1453*ts_av_diff(vec_avg(nws12_prez_57p), 180), filter=True)",17447941,0.000225,0.39,1.15,9965804.0,0.000178,0.31,1.05
192,Qabwkp5,"add(0.9211*ts_vector_proj(vec_avg(anl4_fsgdncbscv4_maxguidance), vec_avg(anl4_fsguidanceqfv4_minguidance), 180), 0.4647*ts_corr(vec_avg(nws12_prez_allvwap), adv20, 5), filter=True)",4188853,0.000268,0.39,1.06,2487331.0,0.000247,0.37,1.05
259,9wj8K0K,"add(0.2762*-ts_vector_proj(vec_avg(nws12_mainz_01l), vec_avg(nws12_mainz_02l), 180), 0.122*ts_corr(news_eod_close, news_spy_close, 180), 0.495*min(vec_avg(nws18_qmb), rp_css_insider), 0.1354*-ts_corr(vec_avg(anl4_adxqfv110_pu), vec_avg(anl4_basicconafv110_numest), 30), filter=True)",6278323,0.000116,0.31,1.28,2752565.0,7.3e-05,0.2,1.05
25,6wr5kZO,#NAME?,2793472,0.000356,0.43,1.01,1695634.0,0.000326,0.42,1.04
414,9wV5eQe,"-ts_vector_neut(historical_volatility_150, implied_volatility_call_1080, 10)",9770709,0.000211,0.35,1.08,5738960.0,0.000172,0.31,1.04
480,xx3Yo6l,"add(0.2547*ts_vector_proj(correlation_last_90_days_spy, vec_avg(nws12_prez_volstddev), 30), 0.469*ts_corr(news_mins_7_5_chg, vec_avg(nws12_mainz_1p), 60), 0.4505*ts_corr(news_eod_vwap, news_spy_last, 250), filter=True)",6013666,0.001073,0.78,1.13,3174043.0,0.000922,0.62,1.04
516,9wV2VGq,"ts_corr(vec_avg(nws12_mainz_41rta), vec_avg(nws12_prez_prevclose), 250)",2345044,0.000567,0.5,1.15,1316877.0,0.000473,0.4,1.04
510,MpaPoZ9,"add(0.9831*-ts_covariance(vec_avg(nws12_allz_provider), vec_avg(nws12_prez_newrecord), 250), 0.4418*-ts_vector_proj(news_mins_7_5_pct_up, vec_avg(nws12_prez_01l), 60), 0.9137*-ts_co_skewness(vec_avg(nws12_afterhsz_mov_vol), vec_avg(nws12_mainz_prevclose), 30), filter=True)",11386022,0.000346,0.49,1.19,5112422.0,0.000237,0.36,1.04
175,AwvWa5W,"add(0.1381*ts_entropy(vec_avg(nws12_allz_result2), 10), 0.5745*-ts_corr(news_low_exc_stddev, vec_avg(nws12_afterhsz_volstddev), 10), filter=True)",3139551,0.000202,0.32,1.01,2046374.0,0.000192,0.32,1.04
223,37XNxMN,"add(0.3616*-ts_corr(vec_avg(anl4_basicdetailqfv110_estvalue), vec_avg(anl4_fsguidanceqfv4_maxguidance), 60), 0.4636*-ts_vector_proj(anl4_qf_az_dts_spe, vec_avg(nws12_prez_short_interest), 30), filter=True)",12344964,0.00056,0.74,1.39,4806534.0,0.000247,0.37,1.04
462,07XxEV1,"add(0.6183*-ts_vector_proj(anl4_qf_az_dts_spe, vec_avg(nws12_prez_short_interest), 30), 0.6228*-ts_corr(anl4_netprofita_mean, anl4_netprofita_number, 30), 0.7979*regression_neut(rp_css_insider, scl12_buzz), 0.4544*-ts_vector_proj(news_high_exc_stddev, vec_avg(nws12_prez_prevclose), 5), filter=True)",5569246,0.000251,0.51,1.44,2521602.0,0.00015,0.29,1.04
151,lVKbwYn,"add(0.9385*-ts_covariance(vec_avg(scl12_alltype_buzzvec), scl12_buzz, 5), 0.2617*-ts_av_diff(vec_avg(nws12_mainz_result2), 10), filter=True)",41910488,0.001568,1.43,1.61,14656500.0,0.000723,0.62,1.03
179,bLOXemZ,"add(0.3271*-ts_vector_neut(vec_avg(nws12_mainz_eodlow), vec_avg(nws12_mainz_tonlast), 5), 0.1601*ts_theilsen(vec_avg(anl4_adxqfv110_down), vec_avg(anl4_ady_pu), 10), filter=True)",6046982,0.000144,0.25,0.95,4188234.0,0.000146,0.28,1.03
61,dxa8X0J,"add(0.6642*-ts_vector_neut(vec_avg(anl4_eaz2lrec_ratingvalue), vec_avg(nws18_bam), 10), 0.6199*-ts_vector_neut(vec_avg(nws12_afterhsz_rangestddev), vec_avg(nws12_mainz_rangestddev), 10), filter=True)",7504604,9.6e-05,0.26,1.19,4093701.0,7.3e-05,0.2,1.03
446,m8m9Z05,"-ts_vector_neut(news_max_up_ret, news_ton_high, 60)",11676111,0.000157,0.47,1.66,4239129.0,8.1e-05,0.21,1.03
110,qALXdrV,"add(0.6005*ts_vector_neut(vec_avg(nws12_afterhsz_prevwap), high, 60), 0.0549*ts_co_skewness(implied_volatility_call_360, implied_volatility_mean_skew_150, 30), 0.4954*-ts_vector_proj(vec_avg(nws12_mainz_3l), vec_avg(nws12_mainz_4l), 250), filter=True)",15406754,0.000259,0.38,1.07,9274293.0,0.000205,0.33,1.03
212,adbpQx6,"add(0.57*-ts_vector_neut(vec_avg(nws12_prez_maxup), vec_avg(nws12_prez_tonlast), 180), 0.9343*-ts_corr(news_pe_ratio, vec_avg(nws12_mainz_curr_vol), 10), filter=True)",7998287,0.000277,0.52,1.4,2582978.0,0.00014,0.27,1.03
51,vLYx3X3,"add(0.8978*-ts_corr(vec_avg(anl4_basicconqfv110_down), vec_avg(nws12_afterhsz_epsactual), 180), 0.3238*-ts_vector_neut(vec_avg(anl4_basicconqfv110_down), vec_avg(anl4_basicconqfv110_numest), 5), filter=True)",3540593,0.000297,0.39,1.02,1761905.0,0.000211,0.33,1.03
457,g1ZpmZJ,"add(0.2358*ts_theilsen(anl4_totgw_number, vec_avg(nws12_mainz_result_vs_index), 10), 0.0138*sigmoid(vec_avg(anl4_ads1detailafv110_estvalue)), 0.5224*ts_covariance(beta_last_60_days_spy, vec_avg(nws12_afterhsz_lowexcstddev), 180), filter=True)",6393963,0.000388,0.44,0.99,4540133.0,0.000402,0.46,1.02
479,MpaY21a,"-ts_max(scl12_buzz, 5)",12191518,0.000625,0.88,1.57,4580217.0,0.000332,0.42,1.02
104,RpErwVg,"add(0.1608*-ts_vector_neut(anl4_qf_az_dts_spe, anl4_tot_gw_ft, 30), 0.3487*-ts_corr(rp_nip_insider, rp_nip_legal, 180), filter=True)",15324066,0.009392,1.1,0.99,5263312.0,0.004648,0.79,1.02
161,ZpA3m51,"add(0.333*-ts_kurtosis(vec_avg(nws12_mainz_1l), 10), 0.0354*regression_neut(implied_volatility_mean_180, implied_volatility_put_150), 0.6862*-ts_vector_neut(vec_avg(anl4_ads1detailqfv110_estvalue), anl4_bvps_high, 60), filter=True)",13421222,0.000216,0.31,0.94,8491525.0,0.000196,0.32,1.02
371,VpaeJ3b,"regression_neut(vec_avg(nws12_prez_eodlow), vec_avg(nws12_prez_tonlast))",11155385,0.000155,0.27,0.96,7573652.0,0.000142,0.27,1.02
11,bLbvedr,#NAME?,22118441,0.00029,0.46,1.22,10285542.0,0.000193,0.31,1.01
468,NpaKdWL,"add(0.2415*ts_co_skewness(vec_avg(nws12_afterhsz_allticks), pcr_vol_all, 60), 0.0175*-ts_vector_neut(vec_avg(anl4_adxqfv110_down), anl4_qfd1_az_eps_number, 250), 0.981*-min(news_mins_7_5_pct_up, vec_avg(nws12_afterhsz_1s)), filter=True)",19945983,0.00031,0.45,1.15,12701085.0,0.000281,0.38,1.01
249,p6RMmP6,"add(0.997*-ts_covariance(anl4_epsr_flag, anl4_qf_az_div_number, 180), 0.045*-ts_corr(news_atr14, news_atr_ratio, 10), filter=True)",3761792,0.000234,0.38,1.1,2382949.0,0.000205,0.32,1.01
430,Vpa6JLY,"-ts_av_diff(news_max_up_ret, 250)",19767321,0.000229,0.45,1.34,8150348.0,0.000134,0.26,1.01
450,WpP22rj,"-ts_min_diff(vec_avg(nws12_prez_prevday), 180)",16485536,0.000282,0.35,0.93,11101845.0,0.000246,0.35,1.01
172,bLOkqmM,"add(0.4143*-ts_std_dev(est_cashflow_ps, 30), 0.7612*ts_co_skewness(vec_avg(anl4_ady_numest), anl4_capex_flag, 250), filter=True)",9601352,0.003266,0.91,1.04,6299214.0,0.002887,0.85,1.01
307,XpWpwba,"-ts_vector_proj(vec_avg(nws12_prez_57s), vec_avg(nws12_prez_5l), 5)",92701577,0.002293,1.34,1.25,55232013.0,0.002023,1.02,1.01
489,OpNropY,"add(0.7957*-ts_rank(split, 180), 0.0575*-ts_vector_neut(news_atr_ratio, low, 60), 0.8887*ts_vector_neut(beta_last_360_days_spy, high, 10), filter=True)",7789726,0.000204,0.34,1.05,3767987.0,0.000139,0.27,1.01
335,wRo5mll,"add(0.7226*ts_vector_neut(vec_avg(anl4_fsguidanceqfv4_maxguidance), vec_avg(anl4_guiqfv4_est), 10), 0.2402*-max(vec_avg(anl4_basicconqfv110_pu), vec_avg(nws12_afterhsz_vol_ratio)), filter=True)",14665860,0.000306,0.48,1.23,6909640.0,0.000203,0.32,1.01
488,WpbPgwG,"add(0.542*-ts_corr(vec_avg(nws12_afterhsz_eodclose), vec_avg(nws12_mainz_mainvwap), 5), 0.7037*ts_theilsen(vec_avg(nws18_event_relevance), rp_ess_earnings, 5), 0.5631*-ts_min(vec_avg(nws12_prez_atrratio), 5), filter=True)",3143998,0.000111,0.24,1.0,2095579.0,9.8e-05,0.22,1.01
485,z98YrXO,"add(0.7296*-ts_vector_proj(news_mins_2_pct_dn, vec_avg(nws12_prez_57s), 180), 0.0314*regression_neut(news_ton_last, vec_avg(nws12_prez_tonhigh)), 0.2585*-ts_vector_neut(vec_avg(nws12_afterhsz_1p), vec_avg(nws12_prez_01p), 30), filter=True)",60047541,0.000739,0.78,1.29,34870038.0,0.000581,0.54,1.01
125,7wLWqd2,"ts_zscore(implied_volatility_mean_180, 10)",5653018,0.00012,0.28,1.14,3094647.0,9.4e-05,0.22,1.01
348,ZpAlXVd,"add(0.0236*-ts_vector_proj(vec_avg(nws12_mainz_57l), vec_avg(nws12_prez_02l), 30), 0.5714*-ts_co_skewness(news_mins_5_pct_up, vec_avg(nws12_afterhsz_3l), 10), filter=True)",82753893,0.0034,1.23,0.94,54953688.0,0.004514,1.52,1.01
372,17XKmXJ,"ts_vector_neut(implied_volatility_call_180, parkinson_volatility_20, 250)",9356047,0.000403,0.41,0.92,5901659.0,0.000393,0.44,1.0
328,EwQqY8K,"add(0.4647*-ts_corr(rp_css_assets, rp_css_business, 60), 0.8731*-max(vec_avg(nws12_afterhsz_highexcstddev), vec_avg(nws12_afterhsz_rangestddev)), filter=True)",9685604,0.000274,0.56,1.52,4057385.0,0.000161,0.28,1.0
311,oKaKj1l,"add(0.5727*ts_covariance(vec_avg(nws12_afterhsz_postvwap), vec_avg(nws12_mainz_open_vol), 5), 0.7591*-ts_vector_proj(vec_avg(nws12_allz_provider), vec_avg(nws12_prez_maxup), 180), filter=True)",11198083,0.000212,0.34,1.05,8172469.0,0.000228,0.34,1.0
200,bLbwmqr,"add(0.4352*-ts_vector_neut(news_session_range_pct, vec_avg(nws12_mainz_rangeamt), 10), 0.9*ts_corr(vec_avg(anl4_basicconltv110_median), anl4_gric_high, 250), filter=True)",4689286,0.000735,0.65,1.08,2448323.0,0.000507,0.5,1.0
409,oKLGlqm,"-ts_corr(fscore_surface, rp_css_inverstor, 60)",16967348,0.003214,1.26,1.08,10148659.0,0.002727,1.07,1.0
6,07rmvxv,#NAME?,16322534,0.000201,0.46,1.45,7165361.0,0.000123,0.25,1.0
351,AwvaVYl,"add(0.4997*-ts_co_skewness(news_eod_high, vec_avg(nws12_prez_eodvwap), 5), 0.4878*ts_vector_proj(vec_avg(nws18_qmb), snt_social_value, 10), filter=True)",8479879,0.000325,0.4,0.98,7026043.0,0.000396,0.44,1.0
244,Rpblmqj,"add(0.7406*-ts_zscore(anl4_totassets_flag, 250), 0.8692*ts_covariance(anl4_dts_ptp, anl4_ptpr_flag, 10), filter=True)",8709800,0.003655,0.73,0.88,4610915.0,0.002739,0.72,1.0
121,27Anej5,"add(0.7545*-ts_corr(anl4_dts_rspe, news_short_interest, 250), 0.6855*-ts_covariance(anl4_dts_rspe, anl4_qfd1_az_dts_spe, 250), 0.5254*-ts_skewness(vec_avg(nws12_afterhsz_prev_vol), 5), filter=True)",13511622,0.000902,0.71,1.06,10329358.0,0.001177,0.77,1.0
289,JpN73YW,"-ts_vector_proj(news_session_range_pct, vec_avg(nws12_afterhsz_atrratio), 180)",27033637,0.000429,0.67,1.44,12244760.0,0.00026,0.36,1.0
302,p6Pad1v,"-ts_corr(rp_css_insider, rp_css_marketing, 180)",10002367,0.007399,0.96,1.07,6484853.0,0.007013,0.85,0.99
67,8zN1Lr7,"add(0.84*ts_zscore(vec_avg(anl4_adxqfv110_pu), 10), 0.6773*ts_vector_proj(systematic_risk_last_360_days, low, 60), filter=True)",4292436,6.7e-05,0.16,0.89,2646210.0,5.9e-05,0.17,0.99
88,9wxrnM9,"add(0.7655*ts_corr(vec_avg(anl4_basicconltv110_median), anl4_gric_high, 250), 0.1019*-ts_vector_neut(news_high_exc_stddev, news_range_stddev, 10), filter=True)",4620097,0.000539,0.56,1.07,2431752.0,0.000381,0.43,0.99
469,AwNL5Ke,"add(0.3072*-min(news_atr_ratio, vec_avg(nws12_afterhsz_reportsess)), 0.4005*-ts_covariance(vec_avg(nws12_mainz_maxup), vec_avg(nws12_mainz_result1), 250), 0.2277*ts_max_diff(vec_avg(nws18_qep), 180), filter=True)",13732439,0.001559,0.83,0.94,7923735.0,0.001157,0.75,0.99
504,6wjzjYJ,"-ts_vector_proj(news_mins_4_pct_dn, news_mins_7_5_pct_up, 5)",28164671,0.000431,0.7,1.5,12212434.0,0.000261,0.36,0.99
477,9wjlJld,"add(0.3739*ts_vector_neut(systematic_risk_last_360_days, vec_avg(nws12_afterhsz_curr_vol), 30), 0.7568*ts_corr(vec_avg(nws12_prez_spyclose), vwap, 250), 0.8559*-ts_corr(vec_avg(anl4_adxqfv110_pu), anl4_ebit_value, 10), filter=True)",5280404,0.000746,0.65,1.07,2560329.0,0.000601,0.53,0.99
455,LpKYPJa,"ts_corr(news_eod_close, vec_avg(nws12_afterhsz_postvwap), 250)",6563492,0.002309,0.72,0.99,3616477.0,0.001936,0.63,0.99
81,6wdevR5,"add(0.2341*-ts_vector_neut(vec_avg(nws12_allz_provider), rp_nip_inverstor, 180), 0.6465*-ts_zscore(vec_avg(nws12_mainz_eodhigh), 5), filter=True)",8432856,0.000116,0.27,1.13,3948936.0,7.7e-05,0.19,0.99
46,dx9mzZw,"add(0.5449*-ts_vector_proj(systematic_risk_last_30_days, news_session_range_pct, 30), 0.2792*ts_zscore(implied_volatility_call_90, 10), filter=True)",7476524,0.000143,0.37,1.38,3076972.0,8.3e-05,0.2,0.98
247,AwNrWGX,"add(0.2821*-regression_proj(vec_avg(nws12_afterhsz_open_vol), vec_avg(nws12_mainz_postvwap)), 0.8569*-ts_vector_proj(news_atr_ratio, vec_avg(nws12_prez_atrratio), 30), filter=True)",13276240,0.000235,0.53,1.54,4566184.0,0.000114,0.23,0.98
173,Kbr0XMk,"add(0.1028*-ts_corr(vec_avg(anl4_norec), est_bookvalue_ps, 30), 0.0775*-ts_vector_proj(news_mins_10_pct_dn, vec_avg(nws12_prez_3s), 5), filter=True)",40351130,0.000786,0.61,0.97,27476377.0,0.000723,0.59,0.98
196,ngdEEmw,"add(0.172*-ts_corr(vec_avg(nws12_afterhsz_tonlow), vec_avg(nws12_mainz_eodlow), 5), 0.7256*ts_corr(news_ton_low, vec_avg(nws12_mainz_spylast), 250), filter=True)",10013001,0.001613,0.94,1.05,5492204.0,0.001404,0.77,0.98
241,LpNmrQ2,"add(0.0272*-ts_vector_neut(vec_avg(anl4_basicconltv110_down), anl4_netprofit_std, 60), 0.2216*-ts_corr(anl4_netprofit_low, anl4_totgw_low, 10), filter=True)",6947627,0.000172,0.27,0.93,3944382.0,0.000142,0.26,0.98
111,5wEvNQn,"add(0.4295*regression_proj(correlation_last_360_days_spy, news_vol_stddev), 0.6746*-ts_vector_proj(news_mins_1_pct_up, vec_avg(nws12_afterhsz_4l), 10), 0.2031*-ts_corr(vec_avg(nws12_afterhsz_prevclose), vec_avg(nws12_mainz_range), 10), filter=True)",22807497,0.000415,0.53,1.16,12440256.0,0.000308,0.38,0.97
269,WpbLoNj,"add(0.9224*ts_theilsen(news_curr_vol, vec_avg(nws12_afterhsz_atrratio), 5), 0.5686*-ts_vector_neut(vec_avg(anl4_basicconqfv110_down), vec_avg(anl4_basicconqfv110_numest), 5), 0.2855*-ts_corr(anl4_ptpr_high, anl4_totgw_median, 180), filter=True)",6192455,0.000164,0.35,1.23,2676448.0,0.000101,0.22,0.97
72,ZpaeAx3,"add(0.9844*ts_co_skewness(anl4_qf_az_div_mean, vec_avg(nws12_afterhsz_vol_ratio), 250), 0.6881*-ts_corr(news_ton_last, vec_avg(nws12_prez_newssess), 10), filter=True)",2521176,0.000189,0.31,1.0,1630759.0,0.000173,0.29,0.97
164,bLOZX5N,"add(0.4708*-ts_corr(news_atr14, vec_avg(nws12_mainz_volstddev), 10), 0.7631*ts_vector_neut(systematic_risk_last_360_days, vec_avg(nws12_mainz_postvwap), 10), filter=True)",5088758,0.000239,0.43,1.25,1527281.0,0.000101,0.22,0.97
319,lVa0b17,"add(0.9359*-ts_covariance(vec_avg(scl12_alltype_buzzvec), scl12_buzz, 5), 0.4144*ts_vector_neut(vec_avg(anl4_basicconafv110_pu), anl4_netprofit_number, 5), filter=True)",38576215,0.001215,1.23,1.58,12585329.0,0.000512,0.49,0.97
452,oK6kb55,"-ts_vector_neut(news_session_range, low, 180)",11627915,0.000168,0.32,1.09,5556272.0,0.000115,0.23,0.97
436,MpaLQmn,"-ts_corr(rp_nip_insider, rp_nip_labor, 250)",5192675,0.004049,0.75,1.16,2623083.0,0.002929,0.53,0.97
381,vLYWvgv,"add(0.7246*-ts_co_skewness(vec_avg(nws18_ssc), rp_css_ptg, 30), 0.8776*-ts_vector_neut(anl4_qf_az_hgih_vid, anl4_totgw_high, 250), filter=True)",9285638,0.001613,0.95,1.1,4279179.0,0.001608,0.68,0.97
24,qA0MEmP,#NAME?,2574120,0.000117,0.25,1.03,1571821.0,0.000102,0.22,0.97
215,VpaWmK0,"add(0.0831*-ts_vector_proj(vec_avg(nws12_prez_02p), vec_avg(nws12_prez_1p), 5), 0.2731*-ts_vector_neut(historical_volatility_150, implied_volatility_call_1080, 10), filter=True)",21478256,0.000464,0.54,1.12,11348273.0,0.000337,0.4,0.97
337,XpJkdY8,"add(0.5156*-ts_vector_neut(vec_avg(nws12_afterhsz_maxdown), vec_avg(nws12_allz_result2), 10), 0.6151*-regression_neut(news_range_stddev, vec_avg(nws12_prez_mov_vol)), filter=True)",16778501,0.000219,0.6,1.81,5506621.0,0.0001,0.21,0.96
264,dxbW3wJ,"add(0.7016*-ts_covariance(vec_avg(anl4_basicconafv110_pu), anl4_totassets_flag, 60), 0.547*regression_neut(implied_volatility_call_150, implied_volatility_mean_90), 0.6853*-ts_vector_neut(news_high_exc_stddev, vec_avg(nws12_mainz_mov_vol), 60), filter=True)",6616065,0.000114,0.27,1.12,3294502.0,7.7e-05,0.19,0.96
393,adxJAZW,"-ts_vector_proj(news_mins_20_pct_dn, vec_avg(nws12_afterhsz_5l), 250)",67012751,0.001719,0.91,0.98,45422271.0,0.001891,0.93,0.96
426,oKLx12n,"-ts_vector_neut(vec_avg(nws12_prez_atrratio), cap, 60)",16339169,0.000216,0.49,1.48,7609113.0,0.000136,0.25,0.96
3,WpbbgaN,#NAME?,12784852,0.000151,0.4,1.46,5322946.0,8.8e-05,0.2,0.96
486,LpN97L1,"add(0.5571*-regression_neut(vec_avg(nws12_afterhsz_atrratio), vwap), 0.4234*-ts_covariance(systematic_risk_last_360_days, vec_avg(nws12_afterhsz_41rta), 180), 0.8981*-ts_vector_proj(vec_avg(nws12_prez_02p), vec_avg(nws12_prez_1p), 5), filter=True)",30854889,0.000497,0.59,1.19,16792268.0,0.000354,0.4,0.96
190,9wWZXAd,"add(0.8465*-ts_co_skewness(news_mins_10_chg, vec_avg(nws12_prez_4p), 60), 0.0918*ts_corr(vec_avg(nws12_prez_spyclose), vwap, 250), filter=True)",7938866,0.004904,0.72,0.9,4753978.0,0.004883,0.71,0.96
155,m86M57E,"add(0.7169*-ts_vector_neut(historical_volatility_120, implied_volatility_call_90, 30), 0.4108*-ts_corr(anl4_flag_erbfintax, anl4_totassets_std, 60), filter=True)",7398393,0.000449,0.45,0.95,4074561.0,0.000374,0.41,0.96
230,Ewp2z91,"add(0.7519*ts_theilsen(news_tot_ticks, vec_avg(nws12_afterhsz_prevclose), 250), 0.6685*-ts_corr(anl4_capex_std, vec_avg(nws12_afterhsz_epsactual), 250), 0.2828*-ts_theilsen(historical_volatility_60, implied_volatility_put_120, 60), 0.0944*ts_co_skewness(vec_avg(anl4_fsgdncbscv4_maxguidance), anl4_rd_exp_high, 5), filter=True)",3609857,0.001596,0.56,1.05,1931654.0,0.001255,0.45,0.96
347,xxbzGPl,"add(0.8584*-ts_co_skewness(vec_avg(nws12_afterhsz_result2), vec_avg(nws12_prez_eodvwap), 180), 0.8279*-ts_corr(fscore_surface, rp_css_inverstor, 60), filter=True)",7055119,0.001993,1.16,1.55,2489479.0,0.001006,0.51,0.96
299,bLRJd9m,"-ts_vector_proj(vec_avg(nws12_mainz_02l), vec_avg(nws12_prez_1l), 180)",46205961,0.000817,0.62,0.97,36234336.0,0.000852,0.63,0.96
10,6wjaMRY,#NAME?,11554899,0.000173,0.36,1.24,5892044.0,0.000116,0.23,0.95
119,17Na9WX,"add(0.0753*ts_corr(anl4_ptp_low, anl4_rd_exp_low, 250), 0.2503*-ts_corr(rp_nip_equity, rp_nip_product, 30), 0.1099*-ts_vector_proj(vec_avg(nws12_prez_2s), vec_avg(nws12_prez_4s), 30), filter=True)",12523369,0.000495,0.44,0.89,7619279.0,0.000498,0.47,0.95
